locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEFGBFNB_02205	CDS	846				hypothetical protein
LEFGBFNB_02206	CDS	984	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_02207	CDS	885				hypothetical protein
LEFGBFNB_02208	CDS	588				hypothetical protein
LEFGBFNB_02209	CDS	171				hypothetical protein
LEFGBFNB_02210	CDS	546				hypothetical protein
LEFGBFNB_02211	CDS	597				hypothetical protein
LEFGBFNB_02212	CDS	423				hypothetical protein
LEFGBFNB_02213	CDS	111				hypothetical protein
LEFGBFNB_02214	CDS	540				hypothetical protein
LEFGBFNB_02215	CDS	174				hypothetical protein
LEFGBFNB_02216	CDS	150				hypothetical protein
LEFGBFNB_02217	CDS	252				hypothetical protein
LEFGBFNB_02218	CDS	510				hypothetical protein
LEFGBFNB_02219	CDS	264				hypothetical protein
LEFGBFNB_02220	CDS	927				hypothetical protein
LEFGBFNB_02221	CDS	1161	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
LEFGBFNB_02222	CDS	537				hypothetical protein
LEFGBFNB_02223	CDS	1125	prfB		COG1186	Peptide chain release factor 2
LEFGBFNB_02224	CDS	1242				hypothetical protein
LEFGBFNB_02225	CDS	678	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
LEFGBFNB_02226	CDS	741	nth	4.2.99.18	COG0177	Endonuclease III
LEFGBFNB_02227	CDS	939	ephA_1	3.3.2.10		Epoxide hydrolase A
LEFGBFNB_02228	CDS	786				hypothetical protein
LEFGBFNB_02229	CDS	735				hypothetical protein
LEFGBFNB_02230	CDS	501				hypothetical protein
LEFGBFNB_02231	CDS	486				hypothetical protein
LEFGBFNB_02232	CDS	495				hypothetical protein
LEFGBFNB_02233	CDS	114				hypothetical protein
LEFGBFNB_02234	CDS	978				hypothetical protein
LEFGBFNB_02235	CDS	711				hypothetical protein
LEFGBFNB_02236	CDS	1242	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
LEFGBFNB_02237	CDS	174				hypothetical protein
LEFGBFNB_02238	CDS	1650				hypothetical protein
LEFGBFNB_02239	CDS	1311				hypothetical protein
LEFGBFNB_02240	CDS	498				hypothetical protein
LEFGBFNB_02241	CDS	987	mdh	1.1.1.37	COG0039	Malate dehydrogenase
LEFGBFNB_02242	CDS	1218	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
LEFGBFNB_02243	CDS	363				hypothetical protein
LEFGBFNB_02244	CDS	327				hypothetical protein
LEFGBFNB_02245	CDS	849				hypothetical protein
LEFGBFNB_02246	CDS	126				hypothetical protein
LEFGBFNB_02247	CDS	402				hypothetical protein
LEFGBFNB_02248	CDS	1233	yfmO			Multidrug efflux protein YfmO
LEFGBFNB_02249	CDS	519				hypothetical protein
LEFGBFNB_02250	CDS	846				hypothetical protein
LEFGBFNB_02251	CDS	3972				hypothetical protein
LEFGBFNB_02252	CDS	174				hypothetical protein
LEFGBFNB_02253	CDS	456				hypothetical protein
LEFGBFNB_02254	CDS	1164				hypothetical protein
LEFGBFNB_02255	CDS	582				hypothetical protein
LEFGBFNB_02256	CDS	2040	topA	5.6.2.1	COG0550	DNA topoisomerase 1
LEFGBFNB_02257	CDS	144				hypothetical protein
LEFGBFNB_02258	CDS	393				hypothetical protein
LEFGBFNB_02259	CDS	2247				hypothetical protein
LEFGBFNB_02260	CDS	2832	infB			Translation initiation factor IF-2
LEFGBFNB_02261	CDS	315				hypothetical protein
LEFGBFNB_02262	CDS	1080	nusA		COG0195	Transcription termination/antitermination protein NusA
LEFGBFNB_02263	CDS	621	rimP			Ribosome maturation factor RimP
LEFGBFNB_02264	CDS	357				hypothetical protein
LEFGBFNB_02265	CDS	423				hypothetical protein
LEFGBFNB_02266	CDS	213				hypothetical protein
LEFGBFNB_02267	CDS	558				hypothetical protein
LEFGBFNB_02268	CDS	993	thrB_1	2.7.1.39		Homoserine kinase
LEFGBFNB_02269	CDS	522				hypothetical protein
LEFGBFNB_02270	CDS	801			COG0596	putative protein
LEFGBFNB_02271	CDS	2409	uvrA_2			UvrABC system protein A
LEFGBFNB_02272	CDS	204				hypothetical protein
LEFGBFNB_02273	CDS	411				hypothetical protein
LEFGBFNB_02274	CDS	453	rhaR_2			HTH-type transcriptional activator RhaR
LEFGBFNB_02275	CDS	423				hypothetical protein
LEFGBFNB_02276	CDS	1500	putP		COG0591	High-affinity proline transporter PutP
LEFGBFNB_02277	CDS	492				hypothetical protein
LEFGBFNB_02278	CDS	1023	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
LEFGBFNB_02279	CDS	486	dps_2	1.16.-.-	COG0783	DNA protection during starvation protein
LEFGBFNB_02280	CDS	786	artM		COG1126	Arginine transport ATP-binding protein ArtM
LEFGBFNB_02281	CDS	642	glnP		COG0765	Glutamine transport system permease protein GlnP
LEFGBFNB_02282	CDS	729	yecS		COG0765	L-cystine transport system permease protein YecS
LEFGBFNB_02283	CDS	1056				hypothetical protein
LEFGBFNB_02284	CDS	213				hypothetical protein
LEFGBFNB_02285	CDS	747	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEFGBFNB_02286	CDS	561				hypothetical protein
LEFGBFNB_02287	CDS	558				hypothetical protein
LEFGBFNB_02288	CDS	984				hypothetical protein
LEFGBFNB_02289	CDS	594				hypothetical protein
LEFGBFNB_02290	CDS	204				hypothetical protein
LEFGBFNB_02291	CDS	759				hypothetical protein
LEFGBFNB_02292	tRNA	87				tRNA-Ser(cga)
LEFGBFNB_02293	CDS	1347	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LEFGBFNB_02294	CDS	906				hypothetical protein
LEFGBFNB_02295	CDS	2016	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
LEFGBFNB_02296	CDS	744				putative protein
LEFGBFNB_02297	CDS	1503				IS607 family transposase IS1602
LEFGBFNB_02298	CDS	984	lipA	2.8.1.8	COG0320	Lipoyl synthase
LEFGBFNB_02299	CDS	492				hypothetical protein
LEFGBFNB_02300	CDS	732				hypothetical protein
LEFGBFNB_02301	CDS	702				hypothetical protein
LEFGBFNB_02302	CDS	669				hypothetical protein
LEFGBFNB_02303	CDS	408	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
LEFGBFNB_02304	CDS	1473	lutA			Lactate utilization protein A
LEFGBFNB_02305	CDS	1125				hypothetical protein
LEFGBFNB_02306	CDS	444				putative protein
LEFGBFNB_02307	CDS	498	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
LEFGBFNB_02308	tRNA	76				tRNA-Val(tac)
LEFGBFNB_02309	CDS	921				hypothetical protein
LEFGBFNB_02310	CDS	399				hypothetical protein
LEFGBFNB_02311	CDS	672	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
LEFGBFNB_02312	CDS	1548	hflX			GTPase HflX
LEFGBFNB_02313	tRNA	75				tRNA-Ala(ggc)
LEFGBFNB_02314	CDS	681	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
LEFGBFNB_02315	CDS	462	rsfS			Ribosomal silencing factor RsfS
LEFGBFNB_02316	CDS	174				hypothetical protein
LEFGBFNB_02317	CDS	381				hypothetical protein
LEFGBFNB_02318	CDS	444				hypothetical protein
LEFGBFNB_02319	CDS	1239	rpf2	3.-.-.-	COG3583	Resuscitation-promoting factor Rpf2
LEFGBFNB_02320	CDS	441				hypothetical protein
LEFGBFNB_02321	CDS	3084	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
LEFGBFNB_02322	CDS	3069				hypothetical protein
LEFGBFNB_02323	CDS	216				hypothetical protein
LEFGBFNB_02324	CDS	489				hypothetical protein
LEFGBFNB_02325	CDS	1896	lepA	3.6.5.-	COG0481	Elongation factor 4
LEFGBFNB_02326	CDS	561	yfkM	3.2.-.-	COG0693	General stress protein 18
LEFGBFNB_02327	CDS	714				hypothetical protein
LEFGBFNB_02328	CDS	843			COG1305	putative protein
LEFGBFNB_02329	CDS	933				hypothetical protein
LEFGBFNB_02330	CDS	729				hypothetical protein
LEFGBFNB_02331	CDS	2430		3.2.1.-		Beta-xylosidase
LEFGBFNB_02332	CDS	1158	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
LEFGBFNB_02333	CDS	792	cseB		COG0745	Transcriptional regulatory protein CseB
LEFGBFNB_02334	CDS	456				hypothetical protein
LEFGBFNB_02335	CDS	825	cpo_2	1.11.1.10		Non-heme chloroperoxidase
LEFGBFNB_02336	CDS	459				hypothetical protein
LEFGBFNB_02337	CDS	756				hypothetical protein
LEFGBFNB_02338	CDS	651				hypothetical protein
LEFGBFNB_02339	CDS	1128				hypothetical protein
LEFGBFNB_02340	CDS	498				hypothetical protein
LEFGBFNB_02341	CDS	1533				hypothetical protein
LEFGBFNB_02342	CDS	927	rsbQ			Sigma factor SigB regulation protein RsbQ
LEFGBFNB_02343	CDS	459			COG1959	Putative HTH-type transcriptional regulator
LEFGBFNB_02344	CDS	954				hypothetical protein
LEFGBFNB_02345	CDS	735				hypothetical protein
LEFGBFNB_02346	CDS	2475	treP	2.4.1.64		Alpha,alpha-trehalose phosphorylase
LEFGBFNB_02347	CDS	744			COG0637	putative protein
LEFGBFNB_02348	CDS	720				hypothetical protein
LEFGBFNB_02349	CDS	1884	dnaK		COG0443	Chaperone protein DnaK
LEFGBFNB_02350	CDS	1389	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LEFGBFNB_02351	CDS	936				hypothetical protein
LEFGBFNB_02352	CDS	408	vapC5	3.1.-.-	COG1487	Ribonuclease VapC5
LEFGBFNB_02353	CDS	450				hypothetical protein
LEFGBFNB_02354	CDS	948	cbh	3.5.1.24		Choloylglycine hydrolase
LEFGBFNB_02355	CDS	399				hypothetical protein
LEFGBFNB_02356	CDS	1023		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
LEFGBFNB_02357	CDS	759				hypothetical protein
LEFGBFNB_02358	CDS	1185				hypothetical protein
LEFGBFNB_02359	CDS	957	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_02360	CDS	840				hypothetical protein
LEFGBFNB_02361	CDS	1053				hypothetical protein
LEFGBFNB_02362	CDS	501				hypothetical protein
LEFGBFNB_02363	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
LEFGBFNB_02364	CDS	2130	adhE		COG1012	Aldehyde-alcohol dehydrogenase
LEFGBFNB_02365	CDS	555	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
LEFGBFNB_02366	CDS	909		2.7.4.-	COG2326	Polyphosphate:GDP phosphotransferase
LEFGBFNB_02367	CDS	906	azoB_1	1.7.-.-		NAD(P)H azoreductase
LEFGBFNB_02368	CDS	663				hypothetical protein
LEFGBFNB_02369	CDS	1419	entS_3			Enterobactin exporter EntS
LEFGBFNB_02370	CDS	498				hypothetical protein
LEFGBFNB_02371	CDS	936	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
LEFGBFNB_02372	CDS	927		1.1.1.373		3-sulfolactaldehyde reductase
LEFGBFNB_02373	CDS	1470	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
LEFGBFNB_02374	CDS	534				hypothetical protein
LEFGBFNB_02375	CDS	927				hypothetical protein
LEFGBFNB_02376	CDS	1647	lipO_2		COG1653	Lipoprotein LipO
LEFGBFNB_02377	CDS	1737				hypothetical protein
LEFGBFNB_02378	CDS	894	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_02379	CDS	921	ftsX		COG2177	Cell division protein FtsX
LEFGBFNB_02380	CDS	405				hypothetical protein
LEFGBFNB_02381	CDS	1065	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
LEFGBFNB_02382	CDS	561				hypothetical protein
LEFGBFNB_02383	CDS	687				hypothetical protein
LEFGBFNB_02384	CDS	546				hypothetical protein
LEFGBFNB_02385	CDS	735				hypothetical protein
LEFGBFNB_02386	CDS	906				hypothetical protein
LEFGBFNB_02387	CDS	162				hypothetical protein
LEFGBFNB_02388	CDS	1101				hypothetical protein
LEFGBFNB_02389	CDS	1032	adh_2	1.1.1.1		Alcohol dehydrogenase
LEFGBFNB_02390	CDS	429				hypothetical protein
LEFGBFNB_02391	CDS	483	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
LEFGBFNB_02392	CDS	1167	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
LEFGBFNB_02393	CDS	618	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
LEFGBFNB_02394	CDS	543				hypothetical protein
LEFGBFNB_02395	CDS	651	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
LEFGBFNB_02396	CDS	918				hypothetical protein
LEFGBFNB_02397	CDS	657				hypothetical protein
LEFGBFNB_02398	CDS	390				hypothetical protein
LEFGBFNB_02399	CDS	1089				hypothetical protein
LEFGBFNB_02400	CDS	891				hypothetical protein
LEFGBFNB_02401	CDS	243				hypothetical protein
LEFGBFNB_02402	CDS	435	yccF		COG3304	Inner membrane protein YccF
LEFGBFNB_02403	CDS	777	yggS		COG0325	Pyridoxal phosphate homeostasis protein
LEFGBFNB_02404	CDS	480	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
LEFGBFNB_02405	CDS	936				hypothetical protein
LEFGBFNB_02406	CDS	1209	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
LEFGBFNB_02407	CDS	1353	yhdG_2		COG0531	putative amino acid permease YhdG
LEFGBFNB_02408	CDS	153				hypothetical protein
LEFGBFNB_02409	CDS	114				hypothetical protein
LEFGBFNB_02410	CDS	435				hypothetical protein
LEFGBFNB_02411	CDS	1116			COG1228	putative protein
LEFGBFNB_02412	CDS	981	srp54			Signal recognition particle 54 kDa protein
LEFGBFNB_02413	CDS	1131				hypothetical protein
LEFGBFNB_02414	CDS	447				hypothetical protein
LEFGBFNB_02415	CDS	297				hypothetical protein
LEFGBFNB_02416	CDS	552				hypothetical protein
LEFGBFNB_02417	CDS	699	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
LEFGBFNB_02418	CDS	240				hypothetical protein
LEFGBFNB_02419	CDS	147				hypothetical protein
LEFGBFNB_02420	CDS	192				hypothetical protein
LEFGBFNB_02421	CDS	228				hypothetical protein
LEFGBFNB_02422	CDS	402				hypothetical protein
LEFGBFNB_02423	CDS	210				hypothetical protein
LEFGBFNB_02424	CDS	210				hypothetical protein
LEFGBFNB_02425	CDS	210				hypothetical protein
LEFGBFNB_02426	CDS	1620	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
LEFGBFNB_02427	CDS	375				hypothetical protein
LEFGBFNB_02428	CDS	252				hypothetical protein
LEFGBFNB_02429	CDS	132				hypothetical protein
LEFGBFNB_02430	CDS	270				hypothetical protein
LEFGBFNB_02431	CDS	606				hypothetical protein
LEFGBFNB_02432	CDS	579				hypothetical protein
LEFGBFNB_02433	CDS	435				hypothetical protein
LEFGBFNB_02434	CDS	504				hypothetical protein
LEFGBFNB_02435	CDS	1257		4.4.1.13	COG1168	Putative cystathionine beta-lyase
LEFGBFNB_02436	CDS	1044	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LEFGBFNB_02437	CDS	1245				hypothetical protein
LEFGBFNB_02438	CDS	876				hypothetical protein
LEFGBFNB_02439	CDS	1305				hypothetical protein
LEFGBFNB_02440	CDS	549	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
LEFGBFNB_02441	CDS	801	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
LEFGBFNB_02442	CDS	606				hypothetical protein
LEFGBFNB_02443	CDS	450				hypothetical protein
LEFGBFNB_02444	CDS	795				hypothetical protein
LEFGBFNB_02445	CDS	936	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
LEFGBFNB_02446	CDS	888				hypothetical protein
LEFGBFNB_02447	CDS	1494	mepA		COG0534	Multidrug export protein MepA
LEFGBFNB_02448	CDS	597				hypothetical protein
LEFGBFNB_02449	CDS	234				hypothetical protein
LEFGBFNB_02450	CDS	459				hypothetical protein
LEFGBFNB_02451	CDS	894				hypothetical protein
LEFGBFNB_02452	CDS	648				hypothetical protein
LEFGBFNB_02453	CDS	603				putative protein
LEFGBFNB_02454	CDS	1107	dhmA	3.8.1.5		Haloalkane dehalogenase
LEFGBFNB_02455	CDS	531				hypothetical protein
LEFGBFNB_02456	CDS	375				hypothetical protein
LEFGBFNB_02457	CDS	249				hypothetical protein
LEFGBFNB_02458	CDS	1728				hypothetical protein
LEFGBFNB_02459	CDS	675				hypothetical protein
LEFGBFNB_02460	CDS	792				hypothetical protein
LEFGBFNB_02461	CDS	237				hypothetical protein
LEFGBFNB_02462	CDS	189				hypothetical protein
LEFGBFNB_02463	CDS	537				hypothetical protein
LEFGBFNB_02464	CDS	228	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
LEFGBFNB_02465	CDS	1155	mltG	4.2.2.-		Endolytic murein transglycosylase
LEFGBFNB_02466	CDS	246				hypothetical protein
LEFGBFNB_02467	CDS	1605				hypothetical protein
LEFGBFNB_02468	CDS	969				hypothetical protein
LEFGBFNB_02469	CDS	807				hypothetical protein
LEFGBFNB_02470	CDS	567	def_2	3.5.1.88	COG0242	Peptide deformylase
LEFGBFNB_02471	CDS	1548	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
LEFGBFNB_02472	CDS	543	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
LEFGBFNB_02473	CDS	570				hypothetical protein
LEFGBFNB_02474	CDS	237				hypothetical protein
LEFGBFNB_02475	CDS	1023				hypothetical protein
LEFGBFNB_02476	CDS	804				hypothetical protein
LEFGBFNB_02477	CDS	765	cotSA	2.4.-.-	COG0438	Spore coat protein SA
LEFGBFNB_02478	CDS	1806			COG0747	putative lipoprotein
LEFGBFNB_02479	CDS	1269				hypothetical protein
LEFGBFNB_02480	CDS	1080				hypothetical protein
LEFGBFNB_02481	CDS	153				hypothetical protein
LEFGBFNB_02482	CDS	822	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LEFGBFNB_02483	CDS	1086	ychF		COG0012	Ribosome-binding ATPase YchF
LEFGBFNB_02484	CDS	1071				hypothetical protein
LEFGBFNB_02485	CDS	606				hypothetical protein
LEFGBFNB_02486	CDS	612				hypothetical protein
LEFGBFNB_02487	CDS	714		1.-.-.-		putative oxidoreductase
LEFGBFNB_02488	CDS	990	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
LEFGBFNB_02489	CDS	222	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
LEFGBFNB_02490	CDS	1158				hypothetical protein
LEFGBFNB_02491	CDS	885	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LEFGBFNB_02492	CDS	219				hypothetical protein
LEFGBFNB_02493	CDS	729				hypothetical protein
LEFGBFNB_02494	CDS	810				hypothetical protein
LEFGBFNB_02495	CDS	462	whiB			Transcriptional regulator WhiB
LEFGBFNB_02496	CDS	147				hypothetical protein
LEFGBFNB_02497	CDS	1677				hypothetical protein
LEFGBFNB_02498	CDS	933	fgd_5	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
LEFGBFNB_02499	CDS	549				hypothetical protein
LEFGBFNB_02500	CDS	1032	degA_2		COG1609	HTH-type transcriptional regulator DegA
LEFGBFNB_02501	CDS	1701	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
LEFGBFNB_02502	CDS	1050	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
LEFGBFNB_02503	CDS	837		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
LEFGBFNB_02504	CDS	1437		3.5.2.-		D-hydantoinase
LEFGBFNB_02505	CDS	1068	fgd_6	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
LEFGBFNB_02506	CDS	552	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
LEFGBFNB_02507	CDS	1221	entS_4			Enterobactin exporter EntS
LEFGBFNB_02508	CDS	1395				hypothetical protein
LEFGBFNB_02509	CDS	1356				hypothetical protein
LEFGBFNB_02510	CDS	1083	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
LEFGBFNB_02511	CDS	153				hypothetical protein
LEFGBFNB_02512	CDS	258				hypothetical protein
LEFGBFNB_02513	CDS	738	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
LEFGBFNB_02514	CDS	381				hypothetical protein
LEFGBFNB_02515	CDS	1011				hypothetical protein
LEFGBFNB_02516	CDS	969				hypothetical protein
LEFGBFNB_02517	CDS	471	lyc	3.2.1.17	COG3409	Autolytic lysozyme
LEFGBFNB_02518	CDS	336	clpS			ATP-dependent Clp protease adapter protein ClpS
LEFGBFNB_02519	CDS	720				hypothetical protein
LEFGBFNB_02520	CDS	804	murI	5.1.1.3	COG0796	Glutamate racemase
LEFGBFNB_02521	CDS	831			COG1234	putative protein
LEFGBFNB_02522	CDS	765	rph	2.7.7.56	COG0689	Ribonuclease PH
LEFGBFNB_02523	CDS	732		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LEFGBFNB_02524	CDS	252				hypothetical protein
LEFGBFNB_02525	CDS	783	end	3.1.21.2	COG0648	putative endonuclease 4
LEFGBFNB_02526	CDS	429				hypothetical protein
LEFGBFNB_02527	CDS	675	yceI_2			Protein YceI
LEFGBFNB_02528	CDS	231				hypothetical protein
LEFGBFNB_02529	CDS	1038				hypothetical protein
LEFGBFNB_02530	CDS	2622				hypothetical protein
LEFGBFNB_02531	CDS	1575				hypothetical protein
LEFGBFNB_02532	CDS	1830				hypothetical protein
LEFGBFNB_02533	CDS	2106				hypothetical protein
LEFGBFNB_02534	CDS	1737	afsR		COG3629	Regulatory protein AfsR
LEFGBFNB_02535	CDS	255				hypothetical protein
LEFGBFNB_02536	CDS	147				hypothetical protein
LEFGBFNB_02537	CDS	249				hypothetical protein
LEFGBFNB_02538	CDS	906	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_02539	CDS	1533				hypothetical protein
LEFGBFNB_02540	CDS	2292	pflB	2.3.1.54		Formate acetyltransferase
LEFGBFNB_02541	CDS	1098		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
LEFGBFNB_02542	CDS	690	gph_1	3.1.3.18		Phosphoglycolate phosphatase
LEFGBFNB_02543	CDS	3186				hypothetical protein
LEFGBFNB_02544	CDS	687	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
LEFGBFNB_02545	CDS	570				hypothetical protein
LEFGBFNB_02546	CDS	360				hypothetical protein
LEFGBFNB_02547	CDS	264				hypothetical protein
LEFGBFNB_02548	CDS	996	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LEFGBFNB_02549	CDS	915	crtB	2.5.1.32		15-cis-phytoene synthase
LEFGBFNB_02550	CDS	1680	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
LEFGBFNB_02551	CDS	357				hypothetical protein
LEFGBFNB_02552	CDS	363				hypothetical protein
LEFGBFNB_02553	CDS	762				hypothetical protein
LEFGBFNB_02554	CDS	1479				hypothetical protein
LEFGBFNB_02555	CDS	921			COG1082	putative protein
LEFGBFNB_02556	CDS	270	ptsH			Phosphocarrier protein HPr
LEFGBFNB_02557	CDS	474	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
LEFGBFNB_02558	CDS	189				hypothetical protein
LEFGBFNB_02559	CDS	852	drrB_2			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
LEFGBFNB_02560	CDS	597				hypothetical protein
LEFGBFNB_02561	CDS	1008	rbsR_3		COG1609	Ribose operon repressor
LEFGBFNB_02562	CDS	1140				hypothetical protein
LEFGBFNB_02563	CDS	567				hypothetical protein
LEFGBFNB_02564	CDS	780				hypothetical protein
LEFGBFNB_02565	CDS	396				hypothetical protein
LEFGBFNB_02566	CDS	348				hypothetical protein
LEFGBFNB_02567	CDS	1092				hypothetical protein
LEFGBFNB_02568	CDS	1332				hypothetical protein
LEFGBFNB_02569	CDS	573				hypothetical protein
LEFGBFNB_02570	CDS	378				hypothetical protein
LEFGBFNB_02571	CDS	651				hypothetical protein
LEFGBFNB_02572	CDS	1710				hypothetical protein
LEFGBFNB_02573	CDS	2415				hypothetical protein
LEFGBFNB_02574	CDS	4377				hypothetical protein
LEFGBFNB_02575	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
LEFGBFNB_02576	CDS	321				hypothetical protein
LEFGBFNB_02577	CDS	672				hypothetical protein
LEFGBFNB_02578	CDS	1545				hypothetical protein
LEFGBFNB_02579	CDS	303				hypothetical protein
LEFGBFNB_02580	CDS	423				hypothetical protein
LEFGBFNB_02581	CDS	411				hypothetical protein
LEFGBFNB_02582	CDS	885	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
LEFGBFNB_02583	tRNA	83				tRNA-Leu(cag)
LEFGBFNB_02584	CDS	384				Universal stress protein
LEFGBFNB_02585	CDS	879				hypothetical protein
LEFGBFNB_02586	CDS	663	eda		COG0800	Putative KHG/KDPG aldolase
LEFGBFNB_02587	CDS	1143	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
LEFGBFNB_02588	CDS	672				hypothetical protein
LEFGBFNB_02589	CDS	450				hypothetical protein
LEFGBFNB_02590	CDS	1077				hypothetical protein
LEFGBFNB_02591	CDS	780				hypothetical protein
LEFGBFNB_02592	CDS	762	bcrA_2			Bacitracin transport ATP-binding protein BcrA
LEFGBFNB_02593	CDS	780				hypothetical protein
LEFGBFNB_02594	CDS	3537	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
LEFGBFNB_02595	CDS	516		2.3.1.-		Acetyltransferase
LEFGBFNB_02596	CDS	744		5.4.99.-	COG0564	putative RNA pseudouridine synthase
LEFGBFNB_02597	CDS	585				hypothetical protein
LEFGBFNB_02598	CDS	138				hypothetical protein
LEFGBFNB_02599	CDS	201				hypothetical protein
LEFGBFNB_02600	CDS	153				hypothetical protein
LEFGBFNB_02601	CDS	237				hypothetical protein
LEFGBFNB_02602	CDS	261				hypothetical protein
LEFGBFNB_02603	CDS	435				hypothetical protein
LEFGBFNB_02604	CDS	1719	bmr3_2			Multidrug resistance protein 3
LEFGBFNB_02605	CDS	621				hypothetical protein
LEFGBFNB_02606	CDS	183				hypothetical protein
LEFGBFNB_02607	CDS	645				hypothetical protein
LEFGBFNB_02608	CDS	324				hypothetical protein
LEFGBFNB_02609	CDS	2286	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
LEFGBFNB_02610	CDS	213				hypothetical protein
LEFGBFNB_02611	CDS	339				hypothetical protein
LEFGBFNB_02612	CDS	369				hypothetical protein
LEFGBFNB_02613	CDS	978	phnD		COG3221	Phosphate-import protein PhnD
LEFGBFNB_02614	CDS	768				hypothetical protein
LEFGBFNB_02615	CDS	1131				hypothetical protein
LEFGBFNB_02616	CDS	222				hypothetical protein
LEFGBFNB_02617	CDS	717	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
LEFGBFNB_02618	CDS	279				hypothetical protein
LEFGBFNB_02619	CDS	996			COG3336	putative protein
LEFGBFNB_02620	tRNA	78				tRNA-Ala(cgc)
LEFGBFNB_02621	CDS	945	thiB		COG4143	Thiamine-binding periplasmic protein
