locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAMJEAKI_02625	CDS	735				hypothetical protein
OAMJEAKI_02626	CDS	501				hypothetical protein
OAMJEAKI_02627	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
OAMJEAKI_02628	CDS	744				hypothetical protein
OAMJEAKI_02629	CDS	489				hypothetical protein
OAMJEAKI_02630	CDS	198				hypothetical protein
OAMJEAKI_02631	CDS	333	ompX_1		COG3637	Outer membrane protein X
OAMJEAKI_02632	CDS	525				hypothetical protein
OAMJEAKI_02633	CDS	360				hypothetical protein
OAMJEAKI_02634	CDS	1458	oprM		COG1538	Outer membrane protein OprM
OAMJEAKI_02635	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
OAMJEAKI_02636	CDS	1227	bepF			Efflux pump periplasmic linker BepF
OAMJEAKI_02637	CDS	2289	actP_2	7.2.2.9		Copper-transporting P-type ATPase
OAMJEAKI_02638	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
OAMJEAKI_02639	CDS	195				hypothetical protein
OAMJEAKI_02640	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
OAMJEAKI_02641	CDS	1959				hypothetical protein
OAMJEAKI_02642	CDS	2973				hypothetical protein
OAMJEAKI_02643	CDS	102				hypothetical protein
OAMJEAKI_02644	CDS	1404				hypothetical protein
OAMJEAKI_02645	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
OAMJEAKI_02646	CDS	132				hypothetical protein
OAMJEAKI_02647	CDS	1005	rhaR_5			HTH-type transcriptional activator RhaR
OAMJEAKI_02648	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
OAMJEAKI_02649	CDS	633	rhtC_2		COG1280	Threonine efflux protein
OAMJEAKI_02650	CDS	276				hypothetical protein
OAMJEAKI_02651	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
OAMJEAKI_02652	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
OAMJEAKI_02653	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
OAMJEAKI_02654	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
OAMJEAKI_02655	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OAMJEAKI_02656	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
OAMJEAKI_02657	CDS	2937				hypothetical protein
OAMJEAKI_02658	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
OAMJEAKI_02659	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
OAMJEAKI_02660	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
OAMJEAKI_02661	CDS	1095				hypothetical protein
OAMJEAKI_02662	CDS	309	yaiY			Inner membrane protein YaiY
OAMJEAKI_02663	CDS	216				hypothetical protein
OAMJEAKI_02664	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
OAMJEAKI_02665	CDS	684				hypothetical protein
OAMJEAKI_02666	CDS	1212	sbnD_2			Staphyloferrin B transporter
OAMJEAKI_02667	CDS	261	iraP			Anti-adapter protein IraP
OAMJEAKI_02668	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
OAMJEAKI_02669	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
OAMJEAKI_02670	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
OAMJEAKI_02671	CDS	456				hypothetical protein
OAMJEAKI_02672	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
OAMJEAKI_02673	CDS	192	yaiA			putative protein YaiA
OAMJEAKI_02674	CDS	678				hypothetical protein
OAMJEAKI_02675	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
OAMJEAKI_02676	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
OAMJEAKI_02677	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
OAMJEAKI_02678	CDS	1173	araJ		COG2814	Putative transporter AraJ
OAMJEAKI_02679	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
OAMJEAKI_02680	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
OAMJEAKI_02681	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
OAMJEAKI_02682	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
OAMJEAKI_02683	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
OAMJEAKI_02684	CDS	1371	proY		COG1113	Proline-specific permease ProY
OAMJEAKI_02685	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
OAMJEAKI_02686	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
OAMJEAKI_02687	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
OAMJEAKI_02688	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OAMJEAKI_02689	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
OAMJEAKI_02690	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
OAMJEAKI_02691	CDS	1815	secD		COG0342	Protein translocase subunit SecD
OAMJEAKI_02692	CDS	972	secF		COG0341	Protein translocase subunit SecF
OAMJEAKI_02693	CDS	366				hypothetical protein
OAMJEAKI_02694	CDS	693				hypothetical protein
OAMJEAKI_02695	CDS	348				hypothetical protein
OAMJEAKI_02696	CDS	108				hypothetical protein
OAMJEAKI_02697	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
OAMJEAKI_02698	CDS	540	yajI			putative lipoprotein YajI
OAMJEAKI_02699	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
OAMJEAKI_02700	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
OAMJEAKI_02701	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OAMJEAKI_02702	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
OAMJEAKI_02703	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
OAMJEAKI_02704	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
OAMJEAKI_02705	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
OAMJEAKI_02706	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OAMJEAKI_02707	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
OAMJEAKI_02708	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
OAMJEAKI_02709	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
OAMJEAKI_02710	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
OAMJEAKI_02711	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
OAMJEAKI_02712	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
OAMJEAKI_02713	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
OAMJEAKI_02714	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
OAMJEAKI_02715	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
OAMJEAKI_02716	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
OAMJEAKI_02717	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
OAMJEAKI_02718	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
OAMJEAKI_02719	CDS	492				hypothetical protein
OAMJEAKI_02720	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
OAMJEAKI_02721	CDS	1512				hypothetical protein
OAMJEAKI_02722	CDS	1494				hypothetical protein
OAMJEAKI_02723	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
OAMJEAKI_02724	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
OAMJEAKI_02725	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
OAMJEAKI_02726	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
OAMJEAKI_02727	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
OAMJEAKI_02728	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
OAMJEAKI_02729	CDS	633				hypothetical protein
OAMJEAKI_02730	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
OAMJEAKI_02731	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
OAMJEAKI_02732	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
OAMJEAKI_02733	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OAMJEAKI_02734	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
OAMJEAKI_02735	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
OAMJEAKI_02736	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
OAMJEAKI_02737	CDS	375			COG1555	putative protein
OAMJEAKI_02738	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
OAMJEAKI_02739	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
OAMJEAKI_02740	CDS	1701	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
OAMJEAKI_02741	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
OAMJEAKI_02742	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
OAMJEAKI_02743	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
OAMJEAKI_02744	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
OAMJEAKI_02745	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
OAMJEAKI_02746	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
OAMJEAKI_02747	CDS	1287	amtB			Ammonia channel
OAMJEAKI_02748	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
OAMJEAKI_02749	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
OAMJEAKI_02750	CDS	312	atl		COG3695	DNA base-flipping protein
OAMJEAKI_02751	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
OAMJEAKI_02752	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
OAMJEAKI_02753	CDS	471	ylaC			Inner membrane protein YlaC
OAMJEAKI_02754	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
OAMJEAKI_02755	CDS	219	hha			Hemolysin expression-modulating protein Hha
OAMJEAKI_02756	CDS	375	tomB			Hha toxicity modulator TomB
OAMJEAKI_02757	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
OAMJEAKI_02758	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
OAMJEAKI_02759	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
OAMJEAKI_02760	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
OAMJEAKI_02761	CDS	936				ISNCY family transposase ISRor2
OAMJEAKI_02762	CDS	168				hypothetical protein
OAMJEAKI_02763	CDS	516	priC		COG3923	Primosomal replication protein N''
OAMJEAKI_02764	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
OAMJEAKI_02765	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
OAMJEAKI_02766	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
OAMJEAKI_02767	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
OAMJEAKI_02768	CDS	606	recR		COG0353	Recombination protein RecR
OAMJEAKI_02769	CDS	1875	htpG		COG0326	Chaperone protein HtpG
OAMJEAKI_02770	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
OAMJEAKI_02771	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
OAMJEAKI_02772	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
OAMJEAKI_02773	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
OAMJEAKI_02774	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
OAMJEAKI_02775	CDS	126				hypothetical protein
OAMJEAKI_02776	CDS	1221	fsr			Fosmidomycin resistance protein
OAMJEAKI_02777	CDS	1653	ushA		COG0737	Protein UshA
OAMJEAKI_02778	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
OAMJEAKI_02779	CDS	795				hypothetical protein
OAMJEAKI_02780	CDS	828				hypothetical protein
OAMJEAKI_02781	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OAMJEAKI_02782	CDS	417	cueR		COG0789	HTH-type transcriptional regulator CueR
OAMJEAKI_02783	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
OAMJEAKI_02784	CDS	918	qmcA		COG0330	Protein QmcA
OAMJEAKI_02785	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
OAMJEAKI_02786	CDS	780	fetB		COG0390	putative iron export permease protein FetB
OAMJEAKI_02787	CDS	855	cnoX		COG3118	Chaperedoxin
OAMJEAKI_02788	CDS	771				hypothetical protein
OAMJEAKI_02789	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
OAMJEAKI_02790	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OAMJEAKI_02791	CDS	2415				hypothetical protein
OAMJEAKI_02792	CDS	105				hypothetical protein
OAMJEAKI_02793	CDS	1134				hypothetical protein
OAMJEAKI_02794	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
OAMJEAKI_02795	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OAMJEAKI_02796	CDS	660	metP		COG2011	Methionine import system permease protein MetP
OAMJEAKI_02797	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
OAMJEAKI_02798	CDS	927	allS_1			HTH-type transcriptional activator AllS
OAMJEAKI_02799	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
OAMJEAKI_02800	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
OAMJEAKI_02801	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
OAMJEAKI_02802	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
OAMJEAKI_02803	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
OAMJEAKI_02804	CDS	1248	sauU_3			putative sulfoacetate transporter SauU
OAMJEAKI_02805	CDS	1455	ybbW		COG1953	Putative allantoin permease
OAMJEAKI_02806	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
OAMJEAKI_02807	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
OAMJEAKI_02808	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
OAMJEAKI_02809	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
OAMJEAKI_02810	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
OAMJEAKI_02811	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
OAMJEAKI_02812	CDS	1665	fdrA		COG0074	Protein FdrA
OAMJEAKI_02813	CDS	1260				hypothetical protein
OAMJEAKI_02814	CDS	810				hypothetical protein
OAMJEAKI_02815	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
OAMJEAKI_02816	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OAMJEAKI_02817	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OAMJEAKI_02818	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
OAMJEAKI_02819	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OAMJEAKI_02820	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OAMJEAKI_02821	CDS	825				hypothetical protein
OAMJEAKI_02822	CDS	438				hypothetical protein
OAMJEAKI_02823	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
OAMJEAKI_02824	CDS	213	ybcJ		COG2501	putative protein YbcJ
OAMJEAKI_02825	CDS	867	folD		COG0190	Bifunctional protein FolD protein
OAMJEAKI_02826	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
OAMJEAKI_02827	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
OAMJEAKI_02828	CDS	369	sfmC_2			putative fimbrial chaperone SfmC
OAMJEAKI_02829	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
OAMJEAKI_02830	CDS	240	sfmH_2			putative fimbrial-like protein SfmH
OAMJEAKI_02831	CDS	687	sfmH_3			putative fimbrial-like protein SfmH
OAMJEAKI_02832	CDS	519	sfmF			putative fimbrial-like protein SfmF
OAMJEAKI_02833	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
OAMJEAKI_02834	CDS	723				hypothetical protein
OAMJEAKI_02835	CDS	309				hypothetical protein
OAMJEAKI_02836	CDS	597				hypothetical protein
OAMJEAKI_02837	tRNA	77				tRNA-Arg(tct)
OAMJEAKI_02838	CDS	273				hypothetical protein
OAMJEAKI_02839	CDS	219				hypothetical protein
OAMJEAKI_02840	CDS	159				hypothetical protein
OAMJEAKI_02841	CDS	1641				hypothetical protein
OAMJEAKI_02842	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
OAMJEAKI_02843	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
OAMJEAKI_02844	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
OAMJEAKI_02845	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
OAMJEAKI_02846	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
OAMJEAKI_02847	CDS	237	rclB			putative protein RclB
OAMJEAKI_02848	CDS	561	rclC		COG3059	Inner membrane protein RclC
OAMJEAKI_02849	CDS	1176				hypothetical protein
OAMJEAKI_02850	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
OAMJEAKI_02851	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
OAMJEAKI_02852	CDS	1971	lip-1	3.1.1.3		Lipase 1
OAMJEAKI_02853	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
OAMJEAKI_02854	CDS	987	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
OAMJEAKI_02855	CDS	1062				hypothetical protein
OAMJEAKI_02856	CDS	855	manZ_4		COG3716	PTS system mannose-specific EIID component
OAMJEAKI_02857	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
OAMJEAKI_02858	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
OAMJEAKI_02859	CDS	450				hypothetical protein
OAMJEAKI_02860	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
OAMJEAKI_02861	CDS	369				hypothetical protein
OAMJEAKI_02862	CDS	582	betI			HTH-type transcriptional regulator BetI
OAMJEAKI_02863	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
OAMJEAKI_02864	CDS	249				hypothetical protein
OAMJEAKI_02865	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
OAMJEAKI_02866	CDS	705				hypothetical protein
OAMJEAKI_02867	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
OAMJEAKI_02868	CDS	1215	fes_2		COG2382	Enterochelin esterase
OAMJEAKI_02869	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
OAMJEAKI_02870	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
OAMJEAKI_02871	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
OAMJEAKI_02872	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OAMJEAKI_02873	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
OAMJEAKI_02874	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
OAMJEAKI_02875	CDS	1245	entS		COG0477	Enterobactin exporter EntS
OAMJEAKI_02876	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
OAMJEAKI_02877	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
OAMJEAKI_02878	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
OAMJEAKI_02879	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
OAMJEAKI_02880	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
OAMJEAKI_02881	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
OAMJEAKI_02882	CDS	2106	cstA		COG1966	Peptide transporter CstA
OAMJEAKI_02883	CDS	198				hypothetical protein
OAMJEAKI_02884	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
OAMJEAKI_02885	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
OAMJEAKI_02886	CDS	618	ybdM		COG1475	putative protein YbdM
OAMJEAKI_02887	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
OAMJEAKI_02888	CDS	903	ybdO_3			putative HTH-type transcriptional regulator YbdO
OAMJEAKI_02889	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
OAMJEAKI_02890	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
OAMJEAKI_02891	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
OAMJEAKI_02892	rRNA	78				5S ribosomal RNA (partial)
OAMJEAKI_02893	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OAMJEAKI_02894	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
OAMJEAKI_02895	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
OAMJEAKI_02896	tRNA	76				tRNA-Thr(tgt)
OAMJEAKI_02897	tRNA	85				tRNA-Tyr(gta)
OAMJEAKI_02898	tRNA	75				tRNA-Gly(tcc)
OAMJEAKI_02899	tRNA	76				tRNA-Thr(ggt)
OAMJEAKI_02900	CDS	1110				hypothetical protein
OAMJEAKI_02901	CDS	1530				hypothetical protein
OAMJEAKI_02902	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
OAMJEAKI_02903	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
OAMJEAKI_02904	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
OAMJEAKI_02905	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
OAMJEAKI_02906	CDS	1398	narK		COG2223	Nitrate/nitrite transporter NarK
OAMJEAKI_02907	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
OAMJEAKI_02908	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
OAMJEAKI_02909	CDS	1425				Invasin
OAMJEAKI_02910	CDS	354	ychN		COG1553	Protein YchN
OAMJEAKI_02911	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
OAMJEAKI_02912	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
OAMJEAKI_02913	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OAMJEAKI_02914	CDS	810				hypothetical protein
OAMJEAKI_02915	CDS	390	ychQ		COG3094	Protein YchQ
OAMJEAKI_02916	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OAMJEAKI_02917	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
OAMJEAKI_02918	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OAMJEAKI_02919	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
OAMJEAKI_02920	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OAMJEAKI_02921	CDS	948	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OAMJEAKI_02922	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
OAMJEAKI_02923	CDS	279				hypothetical protein
OAMJEAKI_02924	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OAMJEAKI_02925	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
OAMJEAKI_02926	CDS	1266				hypothetical protein
OAMJEAKI_02927	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
OAMJEAKI_02928	CDS	1794	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
OAMJEAKI_02929	CDS	732	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
OAMJEAKI_02930	CDS	597	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
OAMJEAKI_02931	CDS	405	hyaE			Hydrogenase-1 operon protein HyaE
OAMJEAKI_02932	CDS	849				hypothetical protein
OAMJEAKI_02933	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
OAMJEAKI_02934	CDS	1137	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
OAMJEAKI_02935	CDS	90	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
OAMJEAKI_02936	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
OAMJEAKI_02937	CDS	1713	treA	3.2.1.28	COG1626	Periplasmic trehalase
OAMJEAKI_02938	CDS	255				hypothetical protein
OAMJEAKI_02939	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
OAMJEAKI_02940	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
OAMJEAKI_02941	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
OAMJEAKI_02942	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
OAMJEAKI_02943	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
OAMJEAKI_02944	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
OAMJEAKI_02945	CDS	1533				hypothetical protein
OAMJEAKI_02946	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
